"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-18 21:05:36",1760821536264,"cuidarte-admin-audit-ghgkouf73.vercel.app/api/v1/health","GET","",200,"7rcg2-1760821536218-b645b68f85eb","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",98,"iad1",131,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8SG831EMBJE810AAZ11T","GbYEuOtA7VH2",1
"2025-10-18 21:05:29",1760821529169,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",-1,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request completed {""contentLength"":142,""duration"":""2ms"",""environment"":""production"",""method"":""GET"",""requestId"":""a469f0c5-7673-4e8b-95e5-abf67897efba"",""service"":""ms-admin-audit"",""statusCode"":404,""timestamp"":""2025-10-18 21:05:29.167"",""url"":""/api"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","",-1
"2025-10-18 21:05:29",1760821529167,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",-1,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request started {""environment"":""production"",""ip"":""127.0.0.1"",""method"":""GET"",""requestId"":""a469f0c5-7673-4e8b-95e5-abf67897efba"",""service"":""ms-admin-audit"",""timestamp"":""2025-10-18 21:05:29.165"",""url"":""/api"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","",-1
"2025-10-18 21:05:29",1760821529161,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",-1,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'Forwarded' header (standardized X-Forwarded-For) is set but currently being ignored. Add a custom keyGenerator to use a value from this header. See https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/ for more information.
    at Object.forwardedHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:381:13)
    at wrappedValidations.<computed> [as forwardedHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:741:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_FORWARDED_HEADER',
  help: 'https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","",-1
"2025-10-18 21:05:29",1760821529161,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",-1,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'X-Forwarded-For' header is set but the Express 'trust proxy' setting is false (default). This could indicate a misconfiguration which would prevent express-rate-limit from accurately identifying users. See https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/ for more information.
    at Object.xForwardedForHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:366:13)
    at wrappedValidations.<computed> [as xForwardedForHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:740:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_UNEXPECTED_X_FORWARDED_FOR',
  help: 'https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","",-1
"2025-10-18 21:05:29",1760821529156,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",-1,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[dotenv@17.2.2] injecting env (0) from .env -- tip: ⚙️  write to custom object with { processEnv: myObject }","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","",-1
"2025-10-18 21:05:28",1760821528630,"cuidarte-admin-audit-ghgkouf73.vercel.app/api","GET","",404,"d7rdf-1760821528595-833d03be1712","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0","warning","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",533,"iad1",120,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ8J1PJQ12WB98Q2X9K3FT","GbYEuOtA7VH2",1
"2025-10-18 21:04:31",1760821471683,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.png","GET","",-1,"bhk85-1760821471621-0048c8ac0ea5","vercel-favicon/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request completed {""contentLength"":150,""duration"":""0ms"",""environment"":""production"",""method"":""GET"",""requestId"":""adc0a515-fd27-4bee-9011-67baa474e947"",""service"":""ms-admin-audit"",""statusCode"":404,""timestamp"":""2025-10-18 21:04:31.681"",""url"":""/favicon.png"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6TDA41JYXDCWBRJ58RRG","",-1
"2025-10-18 21:04:31",1760821471683,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.png","GET","",-1,"bhk85-1760821471621-0048c8ac0ea5","vercel-favicon/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request started {""environment"":""production"",""ip"":""127.0.0.1"",""method"":""GET"",""requestId"":""adc0a515-fd27-4bee-9011-67baa474e947"",""service"":""ms-admin-audit"",""timestamp"":""2025-10-18 21:04:31.681"",""url"":""/favicon.png"",""userAgent"":""vercel-favicon/1.0"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6TDA41JYXDCWBRJ58RRG","",-1
"2025-10-18 21:04:31",1760821471658,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.png","GET","",404,"bhk85-1760821471621-0048c8ac0ea5","vercel-favicon/1.0","warning","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",8,"iad1",133,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6TDA41JYXDCWBRJ58RRG","t0NuY8uPEDvl",1
"2025-10-18 21:04:31",1760821471575,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"bhk85-1760821471425-0ea532227e04","vercel-favicon/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request completed {""contentLength"":150,""duration"":""2ms"",""environment"":""production"",""method"":""GET"",""requestId"":""9c1a14dc-533f-4e53-9dce-707c5e2068ef"",""service"":""ms-admin-audit"",""statusCode"":404,""timestamp"":""2025-10-18 21:04:31.574"",""url"":""/favicon.ico"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6T7AC4KVMQDYYNTY8DM3","",-1
"2025-10-18 21:04:31",1760821471574,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"bhk85-1760821471425-0ea532227e04","vercel-favicon/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request started {""environment"":""production"",""ip"":""127.0.0.1"",""method"":""GET"",""requestId"":""9c1a14dc-533f-4e53-9dce-707c5e2068ef"",""service"":""ms-admin-audit"",""timestamp"":""2025-10-18 21:04:31.572"",""url"":""/favicon.ico"",""userAgent"":""vercel-favicon/1.0"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6T7AC4KVMQDYYNTY8DM3","",-1
"2025-10-18 21:04:31",1760821471466,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",404,"bhk85-1760821471425-0ea532227e04","vercel-favicon/1.0","warning","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",102,"iad1",133,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6T7AC4KVMQDYYNTY8DM3","t0NuY8uPEDvl",1
"2025-10-18 21:04:31",1760821471137,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"cvg7c-1760821470652-481b6bbe7736","vercel-favicon/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6SJ6AXDCS8ZC3KYX3QQP","",-1
"2025-10-18 21:04:31",1760821471030,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request completed {""contentLength"":150,""duration"":""6ms"",""environment"":""production"",""method"":""GET"",""requestId"":""813cdcb8-3673-4048-942a-47ffa88e6ecf"",""service"":""ms-admin-audit"",""statusCode"":404,""timestamp"":""2025-10-18 21:04:31.029"",""url"":""/favicon.ico"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","",-1
"2025-10-18 21:04:31",1760821471027,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request started {""environment"":""production"",""ip"":""127.0.0.1"",""method"":""GET"",""requestId"":""813cdcb8-3673-4048-942a-47ffa88e6ecf"",""service"":""ms-admin-audit"",""timestamp"":""2025-10-18 21:04:31.024"",""url"":""/favicon.ico"",""userAgent"":""vercel-screenshot/1.0"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","",-1
"2025-10-18 21:04:31",1760821471018,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'Forwarded' header (standardized X-Forwarded-For) is set but currently being ignored. Add a custom keyGenerator to use a value from this header. See https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/ for more information.
    at Object.forwardedHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:381:13)
    at wrappedValidations.<computed> [as forwardedHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:741:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_FORWARDED_HEADER',
  help: 'https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","",-1
"2025-10-18 21:04:31",1760821471018,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'X-Forwarded-For' header is set but the Express 'trust proxy' setting is false (default). This could indicate a misconfiguration which would prevent express-rate-limit from accurately identifying users. See https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/ for more information.
    at Object.xForwardedForHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:366:13)
    at wrappedValidations.<computed> [as xForwardedForHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:740:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_UNEXPECTED_X_FORWARDED_FOR',
  help: 'https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","",-1
"2025-10-18 21:04:31",1760821471006,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[dotenv@17.2.2] injecting env (0) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","",-1
