"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-18 21:04:30",1760821470790,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"cvg7c-1760821470652-481b6bbe7736","vercel-favicon/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",332,"iad1",98,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6SJ6AXDCS8ZC3KYX3QQP","",1
"2025-10-18 21:04:30",1760821470510,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request completed {""contentLength"":150,""duration"":""6ms"",""environment"":""production"",""method"":""GET"",""requestId"":""522d3299-0d9a-471c-a1f6-83e9d780afbe"",""service"":""ms-admin-audit"",""statusCode"":404,""timestamp"":""2025-10-18 21:04:30.509"",""url"":""/favicon.ico"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","",-1
"2025-10-18 21:04:30",1760821470507,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[32minfo[39m: Request started {""environment"":""production"",""ip"":""127.0.0.1"",""method"":""GET"",""requestId"":""522d3299-0d9a-471c-a1f6-83e9d780afbe"",""service"":""ms-admin-audit"",""timestamp"":""2025-10-18 21:04:30.503"",""url"":""/favicon.ico"",""userAgent"":""vercel-screenshot/1.0"",""version"":""1.0.0""}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","",-1
"2025-10-18 21:04:30",1760821470483,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'Forwarded' header (standardized X-Forwarded-For) is set but currently being ignored. Add a custom keyGenerator to use a value from this header. See https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/ for more information.
    at Object.forwardedHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:381:13)
    at wrappedValidations.<computed> [as forwardedHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:741:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_FORWARDED_HEADER',
  help: 'https://express-rate-limit.github.io/ERR_ERL_FORWARDED_HEADER/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","",-1
"2025-10-18 21:04:30",1760821470483,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","error","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"ValidationError: The 'X-Forwarded-For' header is set but the Express 'trust proxy' setting is false (default). This could indicate a misconfiguration which would prevent express-rate-limit from accurately identifying users. See https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/ for more information.
    at Object.xForwardedForHeader (/var/task/node_modules/express-rate-limit/dist/index.cjs:366:13)
    at wrappedValidations.<computed> [as xForwardedForHeader] (/var/task/node_modules/express-rate-limit/dist/index.cjs:638:22)
    at Object.keyGenerator (/var/task/node_modules/express-rate-limit/dist/index.cjs:740:20)
    at /var/task/node_modules/express-rate-limit/dist/index.cjs:801:32
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async /var/task/node_modules/express-rate-limit/dist/index.cjs:782:5 {
  code: 'ERR_ERL_UNEXPECTED_X_FORWARDED_FOR',
  help: 'https://express-rate-limit.github.io/ERR_ERL_UNEXPECTED_X_FORWARDED_FOR/'
}","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","",-1
"2025-10-18 21:04:30",1760821470464,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",-1,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","info","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"[dotenv@17.2.2] injecting env (0) from .env -- tip: ⚙️  suppress all logs with { quiet: true }","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","",-1
"2025-10-18 21:04:30",1760821470051,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",404,"qs9s7-1760821469885-23bead0b2857","vercel-screenshot/1.0","warning","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",851,"iad1",122,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RV35GB8DX8WE2FHBEA3","t0NuY8uPEDvl",1
"2025-10-18 21:04:29",1760821469803,"cuidarte-admin-audit-ghgkouf73.vercel.app/favicon.ico","GET","",404,"mdjst-1760821469546-5df8efc85e19","vercel-screenshot/1.0","warning","production","main","","lambda","/api","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",969,"iad1",156,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6RKB08E87P659TXWQBFV","ipv6woVH52iZ",1
"2025-10-18 21:04:29",1760821469777,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"4gbb8-1760821469290-b1dabacb0ad6","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6R7XX62WRD1T5HMS7G69","",-1
"2025-10-18 21:04:29",1760821469576,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"5v4k4-1760821469167-728b4ada1c39","vercel-favicon/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6R0Y4H8NJPJAQKZ0TEK2","",-1
"2025-10-18 21:04:29",1760821469437,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"4gbb8-1760821469290-b1dabacb0ad6","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",323,"iad1",98,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6R7XX62WRD1T5HMS7G69","",1
"2025-10-18 21:04:29",1760821469213,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"5v4k4-1760821469167-728b4ada1c39","vercel-favicon/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",347,"iad1",97,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6R0Y4H8NJPJAQKZ0TEK2","",1
"2025-10-18 21:04:29",1760821469199,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"kbhzp-1760821468671-9ba687871624","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6QMVT8N293J59N9GE7B9","",-1
"2025-10-18 21:04:29",1760821469126,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"x7fdn-1760821467746-d683db1f451a","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6Q1KV3DVDM1EN4C11MMK","",-1
"2025-10-18 21:04:28",1760821468827,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"kbhzp-1760821468671-9ba687871624","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",356,"iad1",97,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6QMVT8N293J59N9GE7B9","",1
"2025-10-18 21:04:28",1760821468570,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",-1,"6jcbg-1760821467818-2d8e391d80bf","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",-1,"iad1",-1,-1,"Cannot find module '/var/task/dist/utils/logger'
Require stack:
- /var/task/src/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6Q1J75V05THH3EV5MQK2","",-1
"2025-10-18 21:04:28",1760821468211,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"x7fdn-1760821467746-d683db1f451a","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",333,"iad1",98,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6Q1KV3DVDM1EN4C11MMK","",1
"2025-10-18 21:04:28",1760821468210,"cuidarte-admin-audit-ghgkouf73.vercel.app/","GET","",500,"6jcbg-1760821467818-2d8e391d80bf","vercel-screenshot/1.0","error","production","main","","lambda","/","cuidarte-admin-audit-ghgkouf73.vercel.app","cuidarte-admin-audit-ghgkouf73.vercel.app","dpl_5VJMx65fBNbTfXaWfx6ewnhTgeHZ",338,"iad1",98,2048,"","prj_3GTZIC1Uj56fJIRe5itAtAIyuMgY","","","01K7WJ6Q1J75V05THH3EV5MQK2","",1
